Purchase Type Group,Purchased By,Sales Total Inc VAT,Sales Total EX VAT,VAT on VATQ Sale,Sale Type Group,Stock Number,Registration,Supplier Name,Customer PostCode,Sale Date,Purchase Price,Make,Model,Description,BodyStyle,Days In Stock,Sales Executive,Customer Name,Chassis Number,Date of Registration,Colour,Purchase Date,Mileage,Road Fund Licence Cost,CherishedFee,ReconCosts
Margin Scheme Vehicles,PUR00015,42990.0,42990.0,0.0,Margin Scheme Vehicles,S00695,REG00714,SUP00504,POST00041,18/07/2025 00:00,41034.56,Land Rover,Range Rover Sport,Range Rover Sport 3.0 D300 MHEV Autobiography Dynamic 5dr Automatic Diesel ,SUV,30,EXEC00020,Customer00731,CHS00254,20/05/2021 00:00,Grey,18/06/2025 00:00,45284.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,25640.0,26250.0,0.0,Margin Scheme Vehicles,S00717,REG01009,SUP00500,POST00559,18/07/2025 00:00,22000.0,BMW,3 Series,3 Series 2.0 330e M Sport 5dr Automatic Petrol Plug-in Hybrid ,Estate,25,EXEC00009,Customer00067,CHS00611,14/06/2021 00:00,Mineral Grey,23/06/2025 00:00,30050.0,610.0,0,0.0
Margin Scheme Vehicles,PUR00008,27595.0,27595.0,0.0,Margin Scheme Vehicles,S00732,REG00853,SUP00458,POST00646,18/07/2025 00:00,23000.0,Ford,Mustang,Mustang 5.0 V8 GT 2dr Manual Petrol ,Coupe,25,EXEC00026,Customer00374,CHS00003,13/01/2017 00:00,Grey,23/06/2025 00:00,32841.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,115595.0,115595.0,0.0,Margin Scheme Vehicles,S00765,REG00544,SUP00260,POST00642,18/07/2025 00:00,105000.0,Porsche,911,911 3.0 T 992 4 GTS 2dr PDK Petrol ,Convertible,18,EXEC00016,Customer00375,CHS00912,01/03/2022 00:00,Grey,30/06/2025 00:00,11751.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,20833.33,20833.33,4166.67,VAT Qualifying Vehicles,S00790,REG00052,SUP00876,POST00044,18/07/2025 00:00,18958.33,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,16,EXEC00020,Customer00731,CHS00419,20/01/2022 00:00,Black,02/07/2025 00:00,17012.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,29690.0,29690.0,0.0,Margin Scheme Vehicles,S00812,REG01014,SUP00474,POST00065,18/07/2025 00:00,28647.57,Mercedes-Benz,CLA,CLA 1.3 CLA180h MHEV AMG Line 4dr Automatic Petrol Hybrid ,Saloon,11,EXEC00002,Customer00466,CHS00441,20/08/2024 00:00,Black,07/07/2025 00:00,4338.0,0.0,0,0.0
Margin Scheme Vehicles,,86990.0,86990.0,0.0,Margin Scheme Vehicles,S00760,REG00875,SUP00596,POST00911,19/07/2025 00:00,78990.0,McLaren,GT,GT 4.0 V8 Ssg 0dr Semi Auto Petrol ,Coupe,22,EXEC00005,Customer00513,CHS00289,02/11/2019 00:00,White,27/06/2025 00:00,14899.0,0.0,0,0.0
Margin Scheme Vehicles,,210000.0,210000.0,0.0,Margin Scheme Vehicles,S00460,REG00144,SUP00133,POST00041,21/07/2025 00:00,156154.28,Lamborghini,Aventador,Aventador 6.5 V12 LP 700-4 2dr Automatic Petrol ,Coupe,68,EXEC00020,Customer00732,CHS01185,06/10/2017 00:00,Black,14/05/2025 00:00,8000.0,0.0,0,0.0
Margin Scheme Vehicles,,45950.0,45950.0,0.0,Margin Scheme Vehicles,S00567,REG01149,SUP00166,POST00555,21/07/2025 00:00,34500.0,Mercedes-Benz,C Class,C Class 4.0 C63 V8 BiTurbo AMG S 2dr Automatic Petrol ,Coupe,49,EXEC00026,Customer00925,CHS00758,27/03/2018 00:00,White,02/06/2025 00:00,23127.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,52000.0,52000.0,0.0,Margin Scheme Vehicles,S00590,REG00434,SUP00386,POST00230,21/07/2025 00:00,49500.0,Jaguar,F-Type,F-Type 5.0 V8 R-Dynamic Black 2dr Automatic Petrol ,Coupe,46,EXEC00022,Customer00605,CHS00108,20/10/2022 00:00,Black,05/06/2025 00:00,8101.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,43950.0,44295.0,0.0,Margin Scheme Vehicles,S00658,REG00060,SUP00874,POST00397,21/07/2025 00:00,40000.0,Land Rover,Discovery,Discovery 3.0 D300 MHEV SE 5dr Automatic Diesel ,SUV,39,EXEC00001,Customer00135,CHS00234,29/11/2022 00:00,Grey,12/06/2025 00:00,38882.0,345.0,0,0.0
Margin Scheme Vehicles,PUR00002,35990.0,35990.0,0.0,Margin Scheme Vehicles,S00661,REG00640,SUP00158,POST00622,21/07/2025 00:00,30500.0,Mercedes-Benz,E Class,E Class 2.0 E300h MHEV AMG Line 2dr Automatic Petrol Hybrid ,Convertible,38,EXEC00026,Customer00914,CHS00412,22/03/2022 00:00,Silver,13/06/2025 00:00,8476.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,49000.0,49000.0,0.0,Margin Scheme Vehicles,S00668,REG00689,SUP00408,POST00703,21/07/2025 00:00,44700.0,Ford,Ranger,Ranger 3.0 T V6 EcoBoost Raptor 4dr Automatic Petrol ,Pickup,35,EXEC00026,Customer00372,CHS00018,27/09/2023 00:00,Conquer Grey (Metallic Paint),16/06/2025 00:00,8771.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,97950.0,97950.0,0.0,Margin Scheme Vehicles,S00681,REG00925,SUP00752,POST00467,21/07/2025 00:00,87310.0,Porsche,911,911 3.0 T 992 Carrera 4 2dr Automatic Petrol ,Convertible,34,EXEC00009,Customer00406,CHS00864,30/06/2023 00:00,,17/06/2025 00:00,17564.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,35370.0,35565.0,0.0,Margin Scheme Vehicles,S00762,REG00503,SUP00646,POST00791,21/07/2025 00:00,32500.0,Toyota,Yaris,Yaris 1.6 T GR Circuit 3dr Manual Petrol ,Hatchback,24,EXEC00009,Customer00092,CHS00059,31/12/2022 00:00,Black,27/06/2025 00:00,6645.0,195.0,0,0.0
VAT Qualifying Vehicles,PUR00015,22083.33,22083.33,4416.67,VAT Qualifying Vehicles,S00776,REG00872,SUP00875,POST00488,21/07/2025 00:00,18750.0,Tesla,Model Y,Model Y 0.0 Long Range 5dr Automatic Electric ,SUV,21,EXEC00022,Customer00883,CHS00083,04/03/2022 00:00,Blue,30/06/2025 00:00,17636.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,136666.67,136666.67,27333.33,VAT Qualifying Vehicles,S00562,REG00368,SUP00121,POST00303,22/07/2025 00:00,131666.67,Mercedes-Benz,G Class,G Class 3.0 G450d MHEV AMG Line 5dr Automatic Diesel Hybrid ,SUV,53,EXEC00020,Customer00517,CHS00493,22/03/2025 00:00,Black,30/05/2025 00:00,2215.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,14000.0,14000.0,2800.0,Qualifying Trade Sale Vehicles,S00575,REG01028,SUP00851,POST00909,22/07/2025 00:00,14000.0,Ford,Ranger,Ranger 2.0 EcoBlue Limited 4dr Manual Diesel ,Pickup,49,EXEC00020,Customer00946,CHS00034,30/06/2021 00:00,Frozen White (Solid Paint),03/06/2025 00:00,50633.0,0.0,0,0.0
Margin Scheme Vehicles,,13250.0,13250.0,0.0,Trade Sale Vehicles,S00646,REG01192,SUP00859,POST00331,22/07/2025 00:00,11000.0,Land Rover,Range Rover Velar,Range Rover Velar 2.0 D180 R-Dynamic S 5dr Automatic Diesel ,SUV,41,EXEC00020,Customer00905,CHS00260,21/06/2018 00:00,Black,11/06/2025 00:00,104000.0,0.0,0,0.0
Margin Scheme Vehicles,,23675.0,23675.0,0.0,Margin Scheme Vehicles,S00791,REG00651,SUP00611,POST00716,22/07/2025 00:00,21000.0,Ford,Puma,Puma 1.0 T EcoBoost MHEV ST 5dr Automatic Petrol Hybrid ,SUV,20,EXEC00009,Customer00787,CHS00776,25/10/2023 00:00,Frozen White (Premium Paint),02/07/2025 00:00,7415.0,0.0,0,0.0
Margin Scheme Vehicles,,14000.0,14000.0,0.0,Trade Sale Vehicles,S00797,REG00972,SUP00796,POST00909,22/07/2025 00:00,13000.0,Peugeot,E-2008,E-2008 0.0 GT Premium 5dr Automatic Electric ,SUV,19,EXEC00020,Customer00946,CHS00383,29/09/2023 00:00,Black,03/07/2025 00:00,9754.0,0.0,0,0.0
Margin Scheme Vehicles,,11250.0,11250.0,0.0,Trade Sale Vehicles,S00808,REG00729,SUP00641,POST00909,22/07/2025 00:00,10000.0,Jaguar,XF,XF 2.0 i R-Sport 5dr Automatic Petrol ,Estate,18,EXEC00020,Customer00946,CHS00098,27/03/2018 00:00,Grey,04/07/2025 00:00,64083.0,0.0,0,0.0
Margin Scheme Vehicles,,43895.0,43895.0,0.0,Margin Scheme Vehicles,S00816,REG00369,SUP00486,POST00615,22/07/2025 00:00,42000.0,BMW,X5,X5 3.0 M50d 5dr Automatic Diesel ,SUV,15,EXEC00001,Customer00546,CHS00637,24/09/2020 00:00,Arctic Grey,07/07/2025 00:00,31496.0,0.0,0,0.0
Margin Scheme Vehicles,,29250.0,29250.0,0.0,Trade Sale Vehicles,S00827,REG00777,SUP00582,POST00909,22/07/2025 00:00,29559.78,Mercedes-Benz,GLC,GLC 4.0 GLC63 V8 BiTurbo AMG 5dr Automatic Petrol ,SUV,14,EXEC00020,Customer00946,CHS00746,31/01/2019 00:00,Black,08/07/2025 00:00,50060.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,15833.33,15833.33,3166.67,Qualifying Trade Sale Vehicles,S00871,REG00030,SUP00875,POST00909,22/07/2025 00:00,15000.0,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,7,EXEC00020,Customer00946,CHS00423,01/03/2022 00:00,Silver,15/07/2025 00:00,67397.0,0.0,0,0.0
Margin Scheme Vehicles,,18750.0,18750.0,0.0,Trade Sale Vehicles,S00374,REG00386,SUP00256,POST00909,23/07/2025 00:00,18069.52,Mercedes-Benz,GLC,GLC 2.0 GLC250 AMG Line 5dr Automatic Petrol ,SUV,83,EXEC00020,Customer00946,CHS00747,18/09/2018 00:00,White,01/05/2025 00:00,52500.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,23000.0,23000.0,0.0,Trade Sale Vehicles,S00832,REG00983,SUP00829,POST00587,23/07/2025 00:00,23000.0,Kia,EV6,EV6 0.0 GT-Line S 5dr Automatic Electric ,Hatchback,14,EXEC00015,Customer00904,CHS00075,01/09/2022 00:00,Grey,09/07/2025 00:00,46300.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,107659.0,108000.0,0.0,Margin Scheme Vehicles,S00847,REG00183,SUP00050,POST00049,23/07/2025 00:00,100000.0,Land Rover,Range Rover,Range Rover 3.0 D350 MHEV Autobiography 5dr Automatic Diesel ,SUV,13,EXEC00020,Customer00077,CHS00217,04/05/2024 00:00,Black,10/07/2025 00:00,1790.0,341.0,0,0.0
Margin Scheme Vehicles,,224990.0,224990.0,0.0,Margin Scheme Vehicles,S00862,REG00265,SUP00696,POST00876,23/07/2025 00:00,210000.0,Lamborghini,Aventador,Aventador 0.0 0dr Petrol ,Coupe,9,EXEC00021,Customer00405,CHS01186,09/12/2017 00:00,Red,14/07/2025 00:00,8703.0,0.0,0,0.0
Margin Scheme Vehicles,,46200.0,46200.0,0.0,Margin Scheme Vehicles,S00900,REG01106,SUP00166,POST00550,23/07/2025 00:00,38500.0,BMW,X5,X5 3.0 45e M Sport 5dr Automatic Petrol Plug-in Hybrid ,SUV,5,EXEC00016,Customer00874,CHS00661,19/05/2022 00:00,Alpine White,18/07/2025 00:00,29355.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,56855.0,57475.0,0.0,Margin Scheme Vehicles,S00111,REG00121,SUP00829,POST00917,24/07/2025 00:00,58000.0,Land Rover,Defender 90,Defender 90 3.0 D250 MHEV X-Dynamic HSE 3dr Automatic Diesel ,SUV,136,EXEC00012,Customer00522,CHS00149,24/10/2023 00:00,Blue,10/03/2025 00:00,9796.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00010,87550.0,87550.0,0.0,Margin Scheme Vehicles,S00387,REG00855,SUP00833,POST00713,24/07/2025 00:00,83000.0,Bentley,Continental,Continental 6.0 W12 GT 2dr Automatic Petrol ,Coupe,83,EXEC00012,Customer00389,CHS00301,22/06/2018 00:00,Blue,02/05/2025 00:00,18129.0,0.0,0,361.92
Margin Scheme Vehicles,PUR00017,34490.0,34490.0,0.0,Margin Scheme Vehicles,S00537,REG01031,SUP00806,POST00470,24/07/2025 00:00,31500.0,Audi,TT,TT 2.0 TFSI Vorsprung 3dr Automatic Petrol ,Coupe,57,EXEC00006,Customer00826,CHS00363,27/03/2023 00:00,Blue,28/05/2025 00:00,13561.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,64950.0,64950.0,0.0,Margin Scheme Vehicles,S00549,REG00933,SUP00341,POST00299,24/07/2025 00:00,61000.0,Porsche,718 Cayman,718 Cayman 4.0 GTS 2dr Manual Petrol ,Coupe,57,EXEC00005,Customer00456,CHS00822,27/12/2022 00:00,Green,28/05/2025 00:00,5249.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,32950.0,32950.0,0.0,Margin Scheme Vehicles,S00595,REG00347,SUP00795,POST00426,24/07/2025 00:00,31625.0,Volkswagen,Arteon,Arteon 2.0 TDI R-Line 5dr Automatic Diesel ,Estate,49,EXEC00026,Customer00282,CHS01077,29/03/2024 00:00,Blue,05/06/2025 00:00,4015.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,125000.0,125195.0,0.0,Margin Scheme Vehicles,S00605,REG00504,SUP00522,POST00601,24/07/2025 00:00,110000.0,Bentley,Continental,Continental 6.0 W12 GTC 2dr Automatic Petrol ,Convertible,48,EXEC00016,Customer00180,CHS00310,06/06/2019 00:00,Green,06/06/2025 00:00,12128.0,195.0,0,0.0
Margin Scheme Vehicles,PUR00007,109000.0,109000.0,0.0,Trade Sale Vehicles,S00715,REG00637,SUP00238,,24/07/2025 00:00,100000.0,Land Rover,Range Rover,Range Rover 4.4 P530 V8 SV 5dr Automatic Petrol ,SUV,33,EXEC00020,Customer00091,CHS00204,14/07/2023 00:00,Grey,21/06/2025 00:00,3682.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,35950.0,36570.0,0.0,Margin Scheme Vehicles,S00764,REG00963,SUP00154,POST00129,24/07/2025 00:00,33600.0,Audi,Q3,Q3 2.0 TFSI Black Edition 5dr Automatic Petrol ,SUV,24,EXEC00009,Customer00584,CHS00539,31/07/2023 00:00,Black,30/06/2025 00:00,17426.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00007,86950.0,87570.0,0.0,Margin Scheme Vehicles,S00766,REG00418,SUP00177,POST00596,24/07/2025 00:00,80000.0,Audi,RS6 Avant,RS6 Avant 4.0 TFSI V8 Vorsprung 5dr Automatic Petrol ,Estate,24,EXEC00001,Customer00540,CHS01012,27/01/2022 00:00,Blue,30/06/2025 00:00,24463.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00010,38000.0,38000.0,0.0,Margin Scheme Vehicles,S00767,REG00648,SUP00297,POST00514,24/07/2025 00:00,34658.0,BMW,4 Series,4 Series 3.0 M440i MHT 2dr Automatic Petrol Hybrid ,Coupe,24,EXEC00016,Customer00781,CHS00570,26/09/2022 00:00,Sanremo Green metallic,30/06/2025 00:00,19747.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00008,28950.0,28950.0,0.0,Margin Scheme Vehicles,S00814,REG00325,SUP00451,POST00558,24/07/2025 00:00,25000.0,Toyota,Yaris,Yaris 1.6 T GR Circuit 3dr Manual Petrol ,Hatchback,17,EXEC00013,Customer00265,CHS00060,22/05/2021 00:00,Red,07/07/2025 00:00,12010.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,45500.0,45500.0,0.0,Margin Scheme Vehicles,S00159,REG01178,SUP00594,POST00078,25/07/2025 00:00,46000.0,Audi,Q5,Q5 2.0 TFSI Vorsprung 5dr Automatic Petrol ,SUV,121,EXEC00001,Customer00130,CHS00558,22/12/2022 00:00,Green,26/03/2025 00:00,14380.0,0.0,0,0.0
Margin Scheme Vehicles,,128305.0,128305.0,0.0,Margin Scheme Vehicles,S00204,REG00282,SUP00520,POST00710,25/07/2025 00:00,107000.0,Lamborghini,Huracan,Huracan 5.2 LP 610-4 S-A 3dr Automatic Petrol ,Coupe,112,EXEC00005,Customer00550,CHS01178,25/05/2016 00:00,Red,04/04/2025 00:00,23790.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00016,127500.0,127500.0,0.0,Margin Scheme Vehicles,S00497,REG00138,SUP00556,POST00903,25/07/2025 00:00,121000.0,Porsche,911,911 3.7 T 992 Turbo S 2dr Automatic Petrol ,Coupe,67,EXEC00012,Customer00269,CHS00898,02/09/2020 00:00,Silver,19/05/2025 00:00,24614.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,53450.0,53450.0,0.0,Margin Scheme Vehicles,S00521,REG00062,SUP00593,POST00860,25/07/2025 00:00,50245.0,BMW,X3,X3 2.0 20i MHT M Sport 5dr Automatic Petrol Hybrid ,SUV,63,EXEC00009,Customer00691,CHS00591,25/01/2025 00:00,Brooklyn Grey,23/05/2025 00:00,4795.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,62700.0,62700.0,0.0,Margin Scheme Vehicles,S00553,REG01048,SUP00050,POST00216,25/07/2025 00:00,59000.0,Porsche,Cayman,Cayman 3.8 981 GT4 2dr Manual Petrol ,Coupe,57,EXEC00026,Customer00204,CHS00831,18/03/2016 00:00,White,29/05/2025 00:00,12724.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00010,58500.0,58500.0,0.0,Margin Scheme Vehicles,S00589,REG00242,SUP00141,POST00765,25/07/2025 00:00,56950.0,Ford,Mustang,Mustang 5.0 V8 Dark Horse 2dr Manual Petrol ,Coupe,51,EXEC00003,Customer00313,CHS00011,23/12/2024 00:00,Blue Ember (Exclusive Colour),04/06/2025 00:00,1698.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00017,47950.0,48570.0,0.0,Margin Scheme Vehicles,S00615,REG00186,SUP00191,POST00662,25/07/2025 00:00,45000.0,BMW,3 Series,3 Series 3.0 M340i MHT 5dr Automatic Petrol Hybrid ,Estate,46,EXEC00009,Customer00139,CHS00626,31/03/2023 00:00,Skyscraper Grey metallic,09/06/2025 00:00,12276.0,620.0,0,0.0
Margin Scheme Vehicles,,30500.0,30500.0,0.0,Margin Scheme Vehicles,S00653,REG00546,SUP00011,POST00370,25/07/2025 00:00,27062.82,Land Rover,Range Rover Evoque,Range Rover Evoque 1.5 P300e Edition 5dr Automatic Petrol Plug-in Hybrid ,SUV,43,EXEC00020,Customer00663,CHS00278,08/03/2023 00:00,Grey,12/06/2025 00:00,14500.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,118500.0,118500.0,0.0,Trade Sale Vehicles,S00686,REG00994,SUP00819,POST00831,25/07/2025 00:00,110000.0,Aston Martin,DBX,DBX 4.0 V8 5dr Automatic Petrol ,SUV,38,EXEC00022,Customer00020,CHS00343,01/01/2024 00:00,Black,17/06/2025 00:00,10291.0,0.0,0,0.0
Margin Scheme Vehicles,,156000.0,156000.0,0.0,Margin Scheme Vehicles,S00725,REG00575,SUP00367,POST00791,25/07/2025 00:00,145000.0,Aston Martin,DB12,DB12 4.0 V8 2dr Automatic Petrol ,Coupe,32,EXEC00009,Customer00092,CHS00333,20/09/2024 00:00,Black,23/06/2025 00:00,2379.0,0.0,0,0.0
Margin Scheme Vehicles,,32000.0,32000.0,0.0,Trade Sale Vehicles,S00810,REG00793,SUP00204,POST00530,25/07/2025 00:00,31750.0,Audi,R8,R8 4.2 FSI V8 2dr Automatic Petrol ,Convertible,21,EXEC00015,Customer00891,CHS00993,30/06/2011 00:00,Black,04/07/2025 00:00,33645.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,39950.0,39950.0,0.0,Margin Scheme Vehicles,S00813,REG00950,SUP00103,POST00916,25/07/2025 00:00,36000.0,BMW,4 Series,4 Series 3.0 M440i MHT 2dr Automatic Petrol Hybrid ,Convertible,18,EXEC00026,Customer00832,CHS00606,16/09/2021 00:00,Black Sapphire metallic paint,07/07/2025 00:00,16000.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,26000.0,26000.0,0.0,Margin Scheme Vehicles,S00828,REG00846,SUP00812,POST00791,25/07/2025 00:00,23500.0,BMW,3 Series,3 Series 2.0 330e M Sport 5dr Automatic Petrol Plug-in Hybrid ,Estate,17,EXEC00009,Customer00092,CHS00610,03/09/2021 00:00,Portimao Blue,08/07/2025 00:00,38582.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,51620.0,51620.0,10324.0,VAT Qualifying Vehicles,S00899,REG00151,SUP00853,POST00324,25/07/2025 00:00,45000.0,Land Rover,Defender 90,Defender 90 3.0 D250 MHEV SE 3dr Automatic Diesel ,SUV,7,EXEC00020,Customer00910,CHS00175,31/03/2023 00:00,Black,18/07/2025 00:00,10441.0,0.0,0,0.0
Margin Scheme Vehicles,,285000.0,285000.0,0.0,Trade Sale Vehicles,S00136,REG01069,SUP00288,POST00101,28/07/2025 00:00,280000.0,Ferrari,812 GTS,812 GTS 6.5 V12 2dr Automatic Petrol ,Convertible,128,EXEC00005,Customer00903,CHS01168,02/06/2021 00:00,Black,22/03/2025 00:00,9322.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,67950.0,67950.0,0.0,Margin Scheme Vehicles,S00318,REG00068,SUP00050,POST00032,28/07/2025 00:00,67500.0,Porsche,Taycan,Taycan 0.0 Performance Plus Turbo S 4dr Automatic Electric ,Saloon,95,EXEC00022,Customer00944,CHS00929,21/11/2022 00:00,White,24/04/2025 00:00,18195.0,0.0,0,0.0
Margin Scheme Vehicles,,41950.0,42291.0,0.0,Margin Scheme Vehicles,S00427,REG00662,SUP00074,POST00097,28/07/2025 00:00,37250.0,Audi,RS Q3,RS Q3 2.5 TFSI Audi Sport Edition 5dr Automatic Petrol ,SUV,80,EXEC00009,Customer00368,CHS01040,16/12/2021 00:00,Black,09/05/2025 00:00,26681.0,341.0,0,0.0
Margin Scheme Vehicles,PUR00010,25000.0,25000.0,0.0,Margin Scheme Vehicles,S00449,REG00989,SUP00325,POST00341,28/07/2025 00:00,22789.0,Mercedes-Benz,A Class,A Class 1.3 A180h MHEV AMG Line 5dr Automatic Petrol Hybrid ,Hatchback,77,EXEC00020,Customer00254,CHS00433,21/11/2023 00:00,Grey,12/05/2025 00:00,6300.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00011,38500.0,38500.0,0.0,Margin Scheme Vehicles,S00613,REG00426,SUP00636,POST00750,28/07/2025 00:00,36050.0,Mercedes-Benz,GLB,GLB 1.3 GLB200 MHEV Exclusive Launch Edition 5dr Automatic Petrol Hybrid ,SUV,51,EXEC00003,Customer00317,CHS00481,29/01/2024 00:00,Grey,07/06/2025 00:00,7351.0,0.0,0,0.0
Margin Scheme Vehicles,,27500.0,27500.0,0.0,Margin Scheme Vehicles,S00667,REG00731,SUP00794,POST00376,28/07/2025 00:00,25000.0,Ford,Focus,Focus 2.3 T EcoBoost RS Edition 5dr Manual Petrol ,Hatchback,45,EXEC00012,Customer00429,CHS00779,25/04/2018 00:00,Blue,13/06/2025 00:00,32615.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00017,49950.0,49950.0,0.0,Margin Scheme Vehicles,S00707,REG00868,SUP00132,POST00502,28/07/2025 00:00,45000.0,Porsche,Macan,Macan 2.9 T V6 S 5dr Automatic Petrol ,SUV,38,EXEC00009,Customer00735,CHS00971,13/07/2022 00:00,Blue,20/06/2025 00:00,26543.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00017,92000.0,92000.0,0.0,Margin Scheme Vehicles,S00708,REG00845,SUP00672,POST00549,28/07/2025 00:00,89000.0,Porsche,911,911 3.0 T 992 Carrera 2dr Automatic Petrol ,Convertible,38,EXEC00020,Customer00171,CHS00913,01/01/2022 00:00,Silver,20/06/2025 00:00,7133.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00007,190706.0,191326.0,0.0,Margin Scheme Vehicles,S00774,REG00824,SUP00863,POST00212,28/07/2025 00:00,178000.0,Lamborghini,Urus,Urus 4.0 V8 BiTurbo S 5dr Automatic Petrol ,SUV,28,EXEC00022,Customer00134,CHS01202,24/10/2023 00:00,Green,30/06/2025 00:00,19627.0,620.0,0,0.0
Margin Scheme Vehicles,PUR00016,18500.0,18500.0,0.0,Margin Scheme Vehicles,S00777,REG01207,SUP00108,POST00250,28/07/2025 00:00,16300.0,MINI,Countryman,Countryman 2.0 Cooper S Sport 5dr Manual Petrol ,SUV,27,EXEC00012,Customer00835,CHS00790,31/12/2020 00:00,Thunder Grey,01/07/2025 00:00,19410.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,44000.0,44000.0,0.0,Margin Scheme Vehicles,S00824,REG00246,SUP00007,POST00378,28/07/2025 00:00,39333.76,Audi,RS Q3,RS Q3 2.5 TFSI Audi Sport Edition 5dr Automatic Petrol ,SUV,20,EXEC00005,Customer00758,CHS01039,19/02/2021 00:00,Grey,08/07/2025 00:00,27852.0,0.0,0,0.0
Margin Scheme Vehicles,PUR00015,37843.79,37990.0,0.0,Margin Scheme Vehicles,S00890,REG00333,SUP00166,POST00091,28/07/2025 00:00,32000.0,Porsche,718 Cayman,718 Cayman 2.0 T 2dr Automatic Petrol ,Coupe,11,EXEC00013,Customer00789,CHS00842,30/07/2019 00:00,Grey,17/07/2025 00:00,42582.0,146.21,0,0.0
Margin Scheme Vehicles,PUR00015,189000.0,189000.0,0.0,Margin Scheme Vehicles,S00308,REG00906,SUP00873,POST00182,29/07/2025 00:00,170000.0,Rolls-Royce,Cullinan,Cullinan 6.8 V12 5dr Automatic Petrol ,SUV,97,EXEC00022,Customer00486,CHS00296,10/10/2019 00:00,Black,23/04/2025 00:00,34728.0,0.0,0,0.0
Margin Scheme Vehicles,,89990.0,89990.0,0.0,Margin Scheme Vehicles,S00398,REG00850,SUP00434,POST00157,29/07/2025 00:00,82000.0,Nissan,GT-R,GT-R 3.8 V6 Prestige 2dr Automatic Petrol ,Coupe,84,EXEC00012,Customer00304,CHS00053,22/05/2021 00:00,Grey,06/05/2025 00:00,8926.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,21658.33,21658.33,4331.67,VAT Qualifying Vehicles,S00789,REG00037,SUP00875,POST00863,29/07/2025 00:00,18750.0,Mercedes-Benz,EQC,EQC 0.0 EQC 400 AMG Line 5dr Automatic Electric ,SUV,27,EXEC00022,Customer00710,CHS00418,14/09/2021 00:00,Blue,02/07/2025 00:00,40154.0,0.0,0,0.0
VAT Qualifying Vehicles,PUR00015,289958.33,289958.33,57991.67,VAT Qualifying Vehicles,S00796,REG01159,SUP00073,POST00362,29/07/2025 00:00,266666.67,Ferrari,812 GTS,812 GTS 6.5 V12 2dr Automatic Petrol ,Convertible,26,EXEC00017,Customer00699,CHS01169,31/05/2023 00:00,Purple,03/07/2025 00:00,4685.0,0.0,0,0.0
Margin Scheme Vehicles,,9000.0,9000.0,0.0,Trade Sale Vehicles,S00886,REG00181,SUP00321,POST00530,29/07/2025 00:00,10000.0,Nissan,350 Z,350 Z 3.5 V6 GT 2dr Manual Petrol ,Coupe,13,EXEC00015,Customer00891,CHS00054,30/10/2007 00:00,Blue,16/07/2025 00:00,31000.0,0.0,0,0.0
